2루타,3루타,경기,경력 ,고의4구,대타타율,도루,도루성공률,도루실패,득점,득점권타울,등번호 ,루타,멀티히트,병살타,볼넷,사구,삼진,생년월일 ,선수명 ,신장/체중 ,실책,안타,연봉 ,입단 계약금 ,입단년도 ,장타율,지명순위 ,출루율,출루율+장타율,타석,타수,타율,타점,팀명,포지션 ,홈런,희생번트,희생플라이
0.0,0.0,69.0,신답초-건대부중-장충고,0.0,0.5,2.0,100.0,0.0,9.0,0.214,46,7.0,0.0,2.0,3.0,0.0,9.0,1995년 06월 05일,박찬호,178cm/72kg,7.0,7.0,3700만원,8000만원,14KIA,0.167,14 KIA 2차 5라운드 50순위,0.222,0.389,46.0,42.0,0.167,3.0,KIA,내야수(우투우타),0.0,1.0,0.0
7.0,0.0,80.0,서울영중초-양천중-장충고-KIA-경찰,1.0,0.091,2.0,66.7,1.0,12.0,0.146,22,53.0,5.0,6.0,19.0,1.0,52.0,1989년 03월 20일,백용환,180cm/93kg,6.0,34.0,6000만원,4000만원,08KIA,0.305,08 KIA 2차 5라운드 37순위,0.276,0.581,199.0,174.0,0.195,15.0,KIA,포수(우투우타),4.0,3.0,2.0
30.0,3.0,124.0,서울학동초-휘문중-경기고-(전남과학대)-KIA-상무-LG-넥센,1.0,0.333,9.0,69.2,4.0,73.0,0.308,4,204.0,31.0,8.0,60.0,5.0,108.0,1984년 03월 21일,서동욱,188cm/99kg,6.0,120.0,5800만원,18000만원,03KIA,0.496,03 KIA 2차 1라운드 4순위,0.386,0.882,485.0,411.0,0.292,67.0,KIA,내야수(우투좌타),16.0,6.0,3.0
8.0,3.0,75.0,대성초-무등중-광주제일고-(동신대)-롯데-한화,0.0,0.318,7.0,63.6,4.0,34.0,0.25,2,83.0,19.0,1.0,20.0,6.0,49.0,1983년 12월 31일,신종길,183cm/87kg,0.0,66.0,12000만원,5000만원,02롯데,0.39,02 롯데 2차 6라운드 46순위,0.385,0.775,240.0,213.0,0.31,12.0,KIA,외야수(우투좌타),1.0,1.0,0.0
8.0,4.0,47.0,순천북초-천안북중-북일고-한화-경찰-한화,0.0,0.0,1.0,33.3,2.0,18.0,0.308,50,57.0,8.0,2.0,9.0,1.0,38.0,1992년 03월 11일,오준혁,187cm/80kg,1.0,35.0,3300만원,3000만원,11한화,0.432,11 한화 8라운드 64순위,0.317,0.749,144.0,132.0,0.265,15.0,KIA,외야수(우투좌타),2.0,2.0,0.0
5.0,0.0,46.0,학강초-동성중-광주제일고-원광대-KIA-LG-상무-LG,0.0,0.0,6.0,85.7,1.0,20.0,0.357,15,31.0,5.0,2.0,5.0,7.0,15.0,1988년 05월 12일,윤정우,188cm/90kg,1.0,20.0,2900만원,9000만원,11KIA,0.463,11 KIA 3라운드 24순위,0.4,0.863,82.0,67.0,0.299,13.0,KIA,외야수(우투우타),2.0,2.0,1.0
23.0,0.0,138.0,대구수창초-경운중-대구고-한화,7.0,0.333,1.0,50.0,1.0,93.0,0.314,25,272.0,43.0,15.0,60.0,9.0,57.0,1981년 11월 25일,이범호,183cm/95kg,11.0,150.0,65000만원,11000만원,00한화,0.562,00 한화 2차 1라운드 8순위,0.391,0.953,560.0,484.0,0.31,108.0,KIA,내야수(우투우타),33.0,0.0,7.0
0.0,0.0,17.0,둔촌초-선린중-선린인터넷고,0.0,0.333,1.0,50.0,1.0,4.0,0.143,57,4.0,1.0,1.0,3.0,0.0,10.0,1997년 07월 21일,이진영,183cm/82kg,1.0,4.0,2700만원,5000만원,16KIA,0.138,16 KIA 2차 6라운드 58순위,0.219,0.357,33.0,29.0,0.138,2.0,KIA,외야수(우투우타),0.0,1.0,0.0
2.0,0.0,51.0,사당초-잠신중-휘문고-경희대-KIA-상무,0.0,0.0,1.0,50.0,1.0,1.0,0.143,31,8.0,1.0,1.0,2.0,0.0,10.0,1984년 05월 19일,이호신,176cm/73kg,0.0,6.0,3600만원,10000만원,07KIA,0.205,07 KIA 2차 3라운드 17순위,0.19,0.395,43.0,39.0,0.154,2.0,KIA,외야수(좌투좌타),0.0,1.0,1.0
16.0,2.0,106.0,장안초-건대부중-장충고-단국대,1.0,0.24,0.0,0.0,1.0,27.0,0.26,34,111.0,14.0,5.0,19.0,4.0,66.0,1990년 12월 11일,이홍구,180cm/98kg,5.0,64.0,7000만원,11000만원,13KIA,0.461,13 KIA 2라운드 14순위,0.322,0.783,273.0,241.0,0.266,45.0,KIA,포수(우투우타),9.0,3.0,6.0
1.0,0.0,14.0,연현초-서울경원중-서울고,0.0,1.0,1.0,50.0,1.0,5.0,0.8,6,15.0,2.0,0.0,0.0,0.0,3.0,1997년 03월 23일,최원준,178cm/81kg,2.0,11.0,2700만원,15000만원,16KIA,0.625,16 KIA 2차 1라운드 3순위,0.458,1.083,25.0,24.0,0.458,4.0,KIA,내야수(우투좌타),1.0,1.0,0.0
37.0,1.0,132.0,미국 캘리포니아주립대,0.0,0.5,10.0,76.9,3.0,71.0,0.284,99,255.0,46.0,16.0,33.0,5.0,70.0,1984년 09월 09일,필,193cm/102kg,13.0,156.0,900000달러,,14KIA,0.511,14 KIA 자유선발,0.357,0.868,544.0,499.0,0.313,86.0,KIA,내야수(우투우타),20.0,0.0,7.0
