2루타,3루타,경기,경력 ,고의4구,등번호 ,보크,볼넷,블론세이브,삼진,생년월일 ,선수명 ,세이브,승률,승리,신장/체중 ,실점,연봉 ,완봉,완투,이닝,이닝당 출루허용률,입단 계약금 ,입단년도 ,자책점,지명순위 ,퀄리티스타트,타자수,투구수,팀명,패배,평균자책점,포지션 ,폭투,피안타,피안타율,홀드,홈런,희생번트,희생플라이
11,2,66,청주서원초-세광중-세광고,0,31,0,45,0,77,1985년 03월 25일,송창식,0,0.615,8,183cm/104kg,61,160000000,0,0,97.66666667,1.45,200000000,04한화,54,04 한화 2차 1라운드 2순위,0,437,1707,한화,5,4.98,투수(우투우타),7,97,0.259,8,10,4,4
23,1,66,고명초-이수중-배명고-한양대-LG-넥센-롯데,2,1,0,58,0,76,1981년 02월 09일,심수창,2,0.5,5,185cm/85kg,86,250000000,0,0,113.3333333,1.73,210000000,04LG,75,00 LG 2차 11라운드 83순위,0,529,2029,한화,5,5.96,투수(우투우타),6,138,0.307,6,14,12,6
3,0,2,남산초-천안북중-북일고-(대전대)-한화-KIA,0,45,0,4,0,1,1984년 11월 19일,안영명,0,0,0,183cm/90kg,10,280000000,0,0,2.666666667,4.88,180000000,03한화,6,03 한화 1차,0,22,77,한화,1,20.25,투수(우투우타),0,9,0.529,0,0,0,1
16,2,41,대전신흥초-충남중-대전고-(대전대),3,55,0,54,0,74,1984년 07월 28일,윤규진,1,0.5,7,185cm/90kg,78,170000000,0,0,100.3333333,1.78,90000000,03한화,76,03 한화 2차 2라운드 13순위,2,472,1819,한화,7,6.82,투수(우투우타),4,125,0.316,3,19,9,6
5,1,15,고명초-건대부중-휘문고-탐라대-두산,1,61,0,14,0,18,1980년 02월 09일,이재우,0,0,0,183cm/82kg,20,90000000,0,0,25.33333333,1.89,30000000,01두산,17,98 OB 2차 11라운드 84순위,0,122,458,한화,1,6.04,투수(우투우타),0,34,0.333,0,9,1,2
20,0,29,여수서초-여수중-효천고,1,22,0,62,0,60,1990년 07월 03일,이태양,1,0.385,5,192cm/97kg,66,65000000,0,0,112.3333333,1.69,70000000,10한화,62,10 한화 5라운드 36순위,6,512,1975,한화,8,4.97,투수(우투좌타),2,128,0.293,0,15,7,3
13,2,48,광주화정초-무등중-광주제일고,0,36,1,67,0,92,1990년 03월 19일,장민재,0,0.5,6,184cm/98kg,66,37000000,0,0,119.3333333,1.68,80000000,09한화,62,09 한화 2차 3라운드 22순위,2,542,2151,한화,6,4.68,투수(우투우타),3,133,0.287,1,15,2,5
13,0,36,하단초-경남중-경남상고-동의대-한화-경찰,1,26,0,10,0,26,1985년 03월 08일,정대훈,0,1,1,185cm/83kg,24,51000000,0,0,38.66666667,1.47,50000000,08한화,21,08 한화 2차 5라운드 39순위,0,171,591,한화,0,4.89,투수(우언우타),1,47,0.297,0,3,2,0
14,1,61,하단초-대동중-경남상고-SK,6,57,1,26,7,85,1985년 06월 01일,정우람,16,0.615,8,181cm/82kg,33,1200000000,0,0,81,1.11,85000000,04SK,30,04 SK 2차 2라운드 11순위,0,331,1369,한화,5,3.33,투수(좌투좌타),5,64,0.222,1,7,10,3
14,0,20,도미니카 메르세데스 라우라 아구이알고,0,48,0,40,1,60,1989년 02월 19일,카스티요,0,0.636,7,189cm/111kg,62,200000000,0,0,84,1.74,,16한화,60,16 한화 자유선발,5,393,1515,한화,4,6.43,투수(우투우타),4,106,0.313,0,7,3,1
