2루타,3루타,경기,경력 ,고의4구,대타타율,도루,도루성공률,도루실패,득점,득점권타울,등번호 ,루타,멀티히트,병살타,볼넷,사구,삼진,생년월일 ,선수명 ,신장/체중 ,실책,안타,연봉 ,입단 계약금 ,입단년도 ,장타율,지명순위 ,출루율,출루율+장타율,타석,타수,타율,타점,팀명,포지션 ,홈런,희생번트,희생플라이
0,0,69,신답초-건대부중-장충고,0,0.5,2,100,0,9,0.214,46,7,0,2,3,0,9,1995년 06월 05일,박찬호,178cm/72kg,7,7,37000000,80000000,14KIA,0.167,14 KIA 2차 5라운드 50순위,0.222,0.389,46,42,0.167,3,KIA,내야수(우투우타),0,1,0
7,0,80,서울영중초-양천중-장충고-KIA-경찰,1,0.091,2,66.7,1,12,0.146,22,53,5,6,19,1,52,1989년 03월 20일,백용환,180cm/93kg,6,34,60000000,40000000,08KIA,0.305,08 KIA 2차 5라운드 37순위,0.276,0.581,199,174,0.195,15,KIA,포수(우투우타),4,3,2
30,3,124,서울학동초-휘문중-경기고-(전남과학대)-KIA-상무-LG-넥센,1,0.333,9,69.2,4,73,0.308,4,204,31,8,60,5,108,1984년 03월 21일,서동욱,188cm/99kg,6,120,58000000,180000000,03KIA,0.496,03 KIA 2차 1라운드 4순위,0.386,0.882,485,411,0.292,67,KIA,내야수(우투좌타),16,6,3
8,3,75,대성초-무등중-광주제일고-(동신대)-롯데-한화,0,0.318,7,63.6,4,34,0.25,2,83,19,1,20,6,49,1983년 12월 31일,신종길,183cm/87kg,0,66,120000000,50000000,02롯데,0.39,02 롯데 2차 6라운드 46순위,0.385,0.775,240,213,0.31,12,KIA,외야수(우투좌타),1,1,0
8,4,47,순천북초-천안북중-북일고-한화-경찰-한화,0,0,1,33.3,2,18,0.308,50,57,8,2,9,1,38,1992년 03월 11일,오준혁,187cm/80kg,1,35,33000000,30000000,11한화,0.432,11 한화 8라운드 64순위,0.317,0.749,144,132,0.265,15,KIA,외야수(우투좌타),2,2,0
5,0,46,학강초-동성중-광주제일고-원광대-KIA-LG-상무-LG,0,0,6,85.7,1,20,0.357,15,31,5,2,5,7,15,1988년 05월 12일,윤정우,188cm/90kg,1,20,29000000,90000000,11KIA,0.463,11 KIA 3라운드 24순위,0.4,0.863,82,67,0.299,13,KIA,외야수(우투우타),2,2,1
23,0,138,대구수창초-경운중-대구고-한화,7,0.333,1,50,1,93,0.314,25,272,43,15,60,9,57,1981년 11월 25일,이범호,183cm/95kg,11,150,650000000,110000000,00한화,0.562,00 한화 2차 1라운드 8순위,0.391,0.953,560,484,0.31,108,KIA,내야수(우투우타),33,0,7
0,0,17,둔촌초-선린중-선린인터넷고,0,0.333,1,50,1,4,0.143,57,4,1,1,3,0,10,1997년 07월 21일,이진영,183cm/82kg,1,4,27000000,50000000,16KIA,0.138,16 KIA 2차 6라운드 58순위,0.219,0.357,33,29,0.138,2,KIA,외야수(우투우타),0,1,0
2,0,51,사당초-잠신중-휘문고-경희대-KIA-상무,0,0,1,50,1,1,0.143,31,8,1,1,2,0,10,1984년 05월 19일,이호신,176cm/73kg,0,6,36000000,100000000,07KIA,0.205,07 KIA 2차 3라운드 17순위,0.19,0.395,43,39,0.154,2,KIA,외야수(좌투좌타),0,1,1
16,2,106,장안초-건대부중-장충고-단국대,1,0.24,0,0,1,27,0.26,34,111,14,5,19,4,66,1990년 12월 11일,이홍구,180cm/98kg,5,64,70000000,110000000,13KIA,0.461,13 KIA 2라운드 14순위,0.322,0.783,273,241,0.266,45,KIA,포수(우투우타),9,3,6
1,0,14,연현초-서울경원중-서울고,0,1,1,50,1,5,0.8,6,15,2,0,0,0,3,1997년 03월 23일,최원준,178cm/81kg,2,11,27000000,150000000,16KIA,0.625,16 KIA 2차 1라운드 3순위,0.458,1.083,25,24,0.458,4,KIA,내야수(우투좌타),1,1,0
37,1,132,미국 캘리포니아주립대,0,0.5,10,76.9,3,71,0.284,99,255,46,16,33,5,70,1984년 09월 09일,필,193cm/102kg,13,156,900000000,,14KIA,0.511,14 KIA 자유선발,0.357,0.868,544,499,0.313,86,KIA,내야수(우투우타),20,0,7
