2루타,3루타,경기,경력 ,고의4구,등번호 ,보크,볼넷,블론세이브,삼진,생년월일 ,선수명 ,세이브,승률,승리,신장/체중 ,실점,연봉 ,완봉,완투,이닝,이닝당 출루허용률,입단 계약금 ,입단년도 ,자책점,지명순위 ,퀄리티스타트,타자수,투구수,팀명,패배,평균자책점,포지션 ,폭투,피안타,피안타율,홀드,홈런,희생번트,희생플라이
7,0,38,화순초-진흥중-화순고,1,40,0,23,1,29,1991년 11월 20일,이승현,0,0.75,3,181cm/92kg,28,37000000,0,0,41,1.68,100000000,10LG,25,10 LG 2라운드 16순위,0,191,734,LG,1,5.49,투수(우투우타),1,46,0.289,3,5,5,0
17,1,25,수주초-양천중-서울고-(대구사이버대)-kt,1,63,0,45,0,35,1993년 06월 03일,이준형,0,0.25,2,187cm/82kg,54,28000000,0,0,71.33333333,1.81,,14kt,49,12 삼성 6라운드 53순위,0,335,1261,LG,6,6.18,투수(우투우타),11,84,0.303,0,4,7,2
10,2,67,도곡초-영동중-서울고-SK,4,20,0,36,5,87,1991년 04월 02일,임정우,28,0.273,3,183cm/77kg,31,125000000,0,0,70.66666667,1.54,80000000,11SK,30,11 SK 4라운드 26순위,0,317,1238,LG,8,3.82,투수(우투우타),6,73,0.271,0,5,2,3
11,1,15,가동초-청원중-휘문고-LG-경찰,0,28,0,32,0,38,1992년 11월 20일,임찬규,0,0.5,3,185cm/80kg,35,48000000,0,0,47,1.66,300000000,11LG,34,11 LG 1라운드 2순위,0,215,880,LG,3,6.51,투수(우투우타),6,46,0.266,1,6,0,4
3,0,17,장안초-건대부중-동대문상고-삼성,1,19,0,10,0,18,1978년 12월 02일,정현욱,1,1,1,187cm/102kg,19,400000000,0,0,21,1.52,130000000,96삼성,17,96 삼성 2차 3라운드 21순위,0,97,364,LG,0,7.29,투수(우투우타),2,22,0.265,3,4,0,0
10,1,75,동삼초-경남중-부경고-KIA-상무-KIA-SK,4,21,0,37,2,54,1986년 06월 26일,진해수,1,0,0,187cm/85kg,30,95000000,0,0,54,1.74,40000000,06KIA,28,05 KIA 2차 7라운드 50순위,0,254,1033,LG,4,4.67,투수(좌투좌타),1,57,0.273,17,5,4,2
5,0,26,인헌초-선린중-경동고,0,12,0,15,0,22,1989년 09월 19일,최동환,1,1,2,184cm/83kg,18,35000000,0,0,34.66666667,1.3,120000000,09LG,17,09 LG 2차 2라운드 13순위,0,151,587,LG,0,4.41,투수(우투우타),5,30,0.234,0,2,1,3
4,0,28,가동초-잠신중-경기고-경희대,1,56,0,11,0,8,1989년 10월 11일,최성훈,0,0.667,2,178cm/75kg,22,35000000,0,0,22.66666667,2.03,110000000,12LG,18,12 LG 2라운드 16순위,0,112,399,LG,1,7.15,투수(좌투좌타),0,35,0.35,4,1,1,0
6,1,13,미국 서던 미시시피대,0,54,0,42,0,34,1987년 12월 15일,코프랜드,0,0.4,2,192cm/99kg,53,400000000,0,0,63.33333333,1.78,200000000,16LG,39,16 LG 자유선발,5,314,1224,LG,3,5.54,투수(우투우타),13,71,0.275,0,8,3,4
11,2,13,미국 UCLA대,0,38,0,9,0,46,1984년 08월 22일,허프,0,0.778,7,186cm/95kg,34,350000000,0,0,74.66666667,1.08,200000000,16LG,26,16 LG 자유선발,6,299,1212,LG,2,3.13,투수(좌투좌타),0,72,0.254,1,2,3,2
