2루타,3루타,경기,경력 ,고의4구,대타타율,도루,도루성공률,도루실패,득점,득점권타울,등번호 ,루타,멀티히트,병살타,볼넷,사구,삼진,생년월일 ,선수명 ,신장/체중 ,실책,안타,연봉 ,입단 계약금 ,입단년도 ,장타율,지명순위 ,출루율,출루율+장타율,타석,타수,타율,타점,팀명,포지션 ,홈런,희생번트,희생플라이
5.0,1.0,73.0,구영초-제일중-포철공고-롯데-상무,1.0,0.211,3.0,60.0,2.0,24.0,0.245,36,65.0,12.0,4.0,10.0,2.0,25.0,1982년 04월 11일,박종윤,188cm/90kg,3.0,55.0,16000만원,5000만원,01롯데,0.333,01 롯데 2차 4라운드 33순위,0.322,0.655,211.0,195.0,0.282,17.0,롯데,내야수(좌투좌타),1.0,3.0,1.0
7.0,0.0,37.0,사파초-창원신월중-용마고-경성대-히어로즈-상무-넥센,0.0,0.235,1.0,100.0,0.0,9.0,0.261,27,34.0,4.0,1.0,10.0,3.0,25.0,1987년 01월 01일,박헌도,180cm/95kg,0.0,18.0,8000만원,5000만원,09히어로즈,0.493,09 히어로즈 2차 4라운드 30순위,0.378,0.871,82.0,69.0,0.261,11.0,롯데,외야수(우투우타),3.0,0.0,0.0
33.0,1.0,144.0,양정초-개성중-부산고,1.0,0.0,42.0,91.3,4.0,118.0,0.331,31,269.0,54.0,4.0,92.0,3.0,104.0,1988년 03월 18일,손아섭,174cm/84kg,3.0,186.0,60000만원,8000만원,07롯데,0.468,07 롯데 2차 4라운드 29순위,0.418,0.886,672.0,575.0,0.323,81.0,롯데,외야수(우투좌타),16.0,0.0,2.0
4.0,0.0,25.0,감천초-경남중-경남고-동아대-롯데-경찰,0.0,0.0,0.0,0.0,1.0,13.0,0.308,56,32.0,6.0,3.0,13.0,8.0,12.0,1989년 03월 21일,신본기,178cm/82kg,2.0,25.0,5500만원,12000만원,12롯데,0.395,12 롯데 2라운드 14순위,0.451,0.846,104.0,81.0,0.309,10.0,롯데,내야수(우투우타),1.0,2.0,0.0
18.0,3.0,64.0,미국 에버그린파크고,1.0,0.286,15.0,88.2,2.0,46.0,0.257,23,117.0,19.0,5.0,18.0,1.0,59.0,1985년 05월 15일,아두치,188cm/95kg,2.0,72.0,780000달러,50000달러,15롯데,0.474,15 롯데 자유선발,0.336,0.81,272.0,247.0,0.291,41.0,롯데,외야수(좌투좌타),7.0,1.0,5.0
6.0,0.0,42.0,쌍문초-신월중-청원고-롯데-경찰,0.0,0.333,6.0,75.0,2.0,17.0,0.167,3,47.0,8.0,5.0,12.0,0.0,37.0,1991년 11월 18일,오승택,186cm/88kg,2.0,32.0,7000만원,9000만원,10롯데,0.382,10 롯데 3라운드 22순위,0.326,0.708,135.0,123.0,0.26,7.0,롯데,내야수(우투우타),3.0,0.0,0.0
0.0,0.0,19.0,언북초-성남중-성남고-고려대-SK-두산-경찰-두산,0.0,0.4,2.0,100.0,0.0,4.0,0.333,5,3.0,0.0,0.0,2.0,0.0,5.0,1985년 09월 12일,오현근,183cm/85kg,1.0,3.0,3000만원,4000만원,08SK,0.2,08 SK 2차 6라운드 45순위,0.294,0.494,17.0,15.0,0.2,2.0,롯데,외야수(좌투좌타),0.0,0.0,0.0
3.0,1.0,61.0,감천초-대동중-부산공고-동국대-삼성-한화,0.0,0.0,2.0,50.0,2.0,10.0,0.308,7,23.0,4.0,0.0,7.0,0.0,25.0,1984년 02월 01일,이여상,183cm/85kg,5.0,18.0,3600만원,,07삼성,0.319,06 삼성 육성선수,0.313,0.632,83.0,72.0,0.25,7.0,롯데,내야수(우투우타),0.0,3.0,1.0
5.0,0.0,52.0,수영초-부산중-부산상고-롯데-상무,0.0,0.2,2.0,50.0,2.0,19.0,0.103,17,24.0,3.0,3.0,7.0,4.0,16.0,1982년 05월 04일,이우민,182cm/90kg,0.0,16.0,7000만원,10000만원,01롯데,0.289,01 롯데 2차 2라운드 17순위,0.287,0.576,98.0,83.0,0.193,8.0,롯데,외야수(우투좌타),1.0,4.0,0.0
7.0,0.0,25.0,흥무초-경주중-경주고-건국대-롯데-경찰,0.0,0.0,3.0,50.0,3.0,16.0,0.259,8,38.0,7.0,4.0,7.0,6.0,25.0,1986년 02월 25일,전준우,184cm/91kg,0.0,25.0,20500만원,10000만원,08롯데,0.384,08 롯데 2차 2라운드 15순위,0.339,0.723,113.0,99.0,0.253,10.0,롯데,외야수(우투우타),2.0,1.0,0.0
18.0,2.0,121.0,양덕초-마산동중-용마고,0.0,0.333,7.0,50.0,7.0,48.0,0.356,33,125.0,24.0,12.0,43.0,16.0,75.0,1987년 07월 18일,정훈,180cm/85kg,11.0,97.0,21000만원,,10롯데,0.338,06 현대 육성선수,0.362,0.7,439.0,370.0,0.262,46.0,롯데,내야수(우투우타),2.0,8.0,2.0
26.0,5.0,127.0,사당초-이수중-경기고-현대-우리-히어로즈-넥센,5.0,0.25,25.0,71.4,10.0,97.0,0.411,10,284.0,46.0,10.0,49.0,4.0,66.0,1987년 07월 28일,황재균,183cm/96kg,15.0,167.0,50000만원,6000만원,06현대,0.57,06 현대 2차 3라운드 24순위,0.394,0.964,559.0,498.0,0.335,113.0,롯데,내야수(우투우타),27.0,0.0,8.0
0.0,0.0,11.0,석천초-대헌중-공주고,0.0,0.0,0.0,0.0,1.0,2.0,0.0,15,0.0,0.0,0.0,0.0,0.0,5.0,1989년 02월 15일,황진수,180cm/81kg,0.0,0.0,2800만원,4000만원,08롯데,0.0,07 롯데 2차 6라운드 45순위,0.0,0.0,10.0,10.0,0.0,0.0,롯데,내야수(우투양타),0.0,0.0,0.0
