"","x"
"240",2343
"241",2393
"242",416
"243",709
"244",2144
"245",2068
"246",1324
"247",1160
"248",2332
"249",3417
"250",2855
"251",848
"252",708
"253",2637
"254",1469
"255",1540
"256",1488
"257",3432
"258",3321
"259",3868
"260",597
"261",939
"262",389
"263",1299
"264",985
"265",2040
"266",3861
"267",573
"268",1173
"269",1953
"270",666
"271",3731
"272",1947
"273",2323
"274",2939
"275",994
"276",3598
"277",2594
"278",3325
"279",89
"280",463
"281",1777
"282",2076
"283",3199
"284",1829
"285",1436
"286",2815
"287",3790
"288",10
"289",2495
"290",3480
"291",2229
"292",3112
"293",754
"294",705
"295",1188
"296",2792
"297",2462
"298",882
"299",15
"300",1086
"301",3654
"302",1495
"303",2083
"304",175
"305",498
"306",3627
"307",1155
"308",2031
"309",805
"310",1128
"311",3591
"312",2261
"313",1441
"314",2843
"315",2889
"316",1344
"317",1848
"318",2753
"319",1144
"320",2818
"321",1647
"322",2212
"323",3353
"324",1898
"325",272
"326",8
"327",3119
"328",3624
"329",133
"330",858
"331",1705
"332",974
"333",1138
"334",237
"335",3045
"336",2426
"337",967
"338",623
"339",3839
"340",3412
"341",2289
"342",289
"343",2472
"344",2389
"345",1091
"346",3649
"347",2691
"348",876
"349",2079
"350",3255
"351",1446
"352",2199
"353",3559
"354",3467
"355",3429
"356",1522
"357",1590
"358",1219
"359",1484
"360",1561
"361",598
"362",2465
"363",2140
"364",1754
"365",405
"366",1811
"367",3639
"368",3683
"369",1687
"370",369
"371",548
"372",3765
"373",1230
"374",760
"375",3706
"376",222
"377",2525
"378",423
"379",2032
"380",2820
"381",1818
"382",360
"383",2622
"384",3540
"385",1027
"386",3351
"387",1640
"388",3441
"389",1307
"390",2704
"391",1237
"392",1877
"393",1053
"394",1894
"395",3320
"396",2627
"397",518
"398",2402
"399",134
"400",1507
"401",700
"402",3851
"403",2951
"404",2203
"405",3666
"406",1013
"407",1680
"408",1367
"409",601
"410",1227
"411",63
"412",3062
"413",779
"414",717
"415",1221
"416",2586
"417",1849
"418",1114
"419",60
"420",1872
"421",252
"422",3451
"423",652
"424",1864
"425",2207
"426",1497
"427",2882
"428",1179
"429",3661
"430",1025
"431",1584
"432",2064
"433",2355
"434",889
"435",2584
"436",3801
"437",268
"438",1989
"439",2430
"440",875
"441",1639
"442",699
"443",1470
"444",1065
"445",2496
"446",2913
"447",2091
"448",1195
"449",149
"450",3508
"451",2853
"452",2965
"453",462
"454",269
"455",1746
"456",3091
"457",3647
"458",384
"459",1240
"460",1538
"461",3536
"462",1329
"463",502
"464",256
"465",2684
"466",1558
"467",3658
"468",1177
"469",2538
"470",2186
"471",3549
"472",274
"473",3051
"474",1079
"475",1585
"476",1698
"477",1445
"478",1607
"479",2829
"480",2122
"481",1736
"482",1762
"483",2580
"484",3267
"485",509
"486",3701
"487",1172
"488",3733
"489",811
"490",3
"491",2008
"492",874
"493",3806
"494",1695
"495",3530
"496",2386
"497",1478
"498",918
"499",3248
"500",1739
"501",528
"502",2425
"503",2305
"504",168
"505",208
"506",3458
"507",1518
"508",408
"509",2034
"510",3377
"511",2531
"512",1094
"513",3026
"514",2784
"515",1018
"516",1552
"517",3691
"518",2287
"519",3085
"520",79
"521",41
"522",713
"523",1978
"524",1865
"525",3185
"526",3115
"527",1946
"528",2817
"529",2620
"530",2926
"531",319
"532",1694
"533",818
"534",1519
"535",277
"536",436
"537",3233
"538",3195
"539",1776
"540",3098
"541",697
"542",3833
"543",264
"544",539
"545",2093
"546",75
"547",1063
"548",2182
"549",3187
"550",2074
"551",3618
"552",3612
"553",3492
"554",1406
"555",1290
"556",73
"557",2971
"558",2253
"559",2666
"560",2611
"561",2636
"562",934
"563",599
"564",3860
"565",2782
"566",3188
"567",535
"568",1537
"569",3273
"570",948
"571",695
"572",102
"573",3739
"574",3319
"575",2150
"576",1071
"577",1049
"578",1691
"579",3265
"580",1905
"581",467
"582",789
"583",127
"584",959
"585",3582
"586",1779
"587",1823
"588",3729
"589",2539
"590",3804
"591",1904
"592",1899
"593",3583
"594",165
"595",1002
"596",1569
"597",955
"598",3289
"599",1886
"600",2463
"601",1604
"602",3479
"603",3361
"604",2987
"605",1559
"606",3075
"607",3034
"608",2906
"609",3688
"610",641
"611",2120
"612",552
"613",216
"614",2464
"615",2055
"616",1919
"617",2722
"618",1564
"619",1950
"620",3144
"621",94
"622",895
"623",2236
"624",570
"625",2605
"626",3313
"627",3311
"628",1274
"629",2515
"630",2056
"631",455
"632",2422
"633",825
"634",2893
"635",2592
"636",1180
"637",1242
"638",2800
"639",2115
"640",2400
"641",3086
"642",3808
"643",902
"644",106
"645",2501
"646",1280
"647",702
"648",2116
"649",3154
"650",3786
"651",1
"652",382
"653",2712
"654",2881
"655",2757
"656",1338
"657",3823
"658",1512
"659",555
"660",1276
"661",3089
"662",1267
"663",1453
"664",3750
"665",1238
"666",331
"667",688
"668",339
"669",1782
"670",2470
"671",3133
"672",1047
"673",3284
"674",1990
"675",1266
"676",3380
"677",2214
"678",1434
"679",677
"680",2728
"681",643
"682",3561
"683",2053
"684",2085
"685",1994
"686",3600
"687",1642
"688",1191
"689",209
"690",1319
"691",1496
"692",379
"693",1674
"694",689
"695",938
"696",3058
"697",516
"698",728
"699",129
"700",3242
"701",3342
"702",2656
"703",473
"704",3184
"705",1089
"706",2173
"707",318
"708",3469
"709",1447
"710",2601
"711",1007
"712",3335
"713",3093
"714",2225
"715",2980
"716",1379
"717",2460
"718",37
"719",377
"720",3274
"721",371
"722",59
"723",2237
"724",3028
"725",804
"726",3854
"727",2547
"728",2216
"729",3512
"730",3728
"731",3139
"732",1175
"733",3038
"734",3239
"735",1542
"736",3072
"737",3314
"738",2185
"739",187
"740",608
"741",1130
"742",1111
"743",508
"744",1148
"745",813
"746",229
"747",3730
"748",1958
"749",435
"750",3173
"751",1948
"752",312
"753",1000
"754",2929
"755",2404
"756",2337
"757",231
"758",1967
"759",2044
"760",3867
"761",2200
"762",3703
"763",1630
"764",3143
"765",630
"766",2497
"767",2614
"768",684
"769",2069
"770",741
"771",3720
"772",3694
"773",907
"774",718
"775",2379
"776",3670
"777",336
"778",3743
"779",1531
"780",1339
"781",3718
"782",3836
"783",1419
"784",1763
"785",3159
"786",701
"787",333
"788",2434
"789",2909
"790",206
"791",1396
"792",2896
"793",786
"794",2821
"795",193
"796",2284
"797",1866
"798",977
"799",3326
"800",398
"801",3244
"802",542
"803",793
"804",1672
"805",2617
"806",1789
"807",2429
"808",3501
"809",2830
"810",2633
"811",3719
"812",714
"813",1582
"814",3459
"815",1317
"816",1304
"817",1005
"818",2519
"819",582
"820",1544
"821",3397
"822",1930
"823",1676
"824",1250
"825",3033
"826",2628
"827",530
"828",2905
"829",3209
"830",1854
"831",3110
"832",615
"833",864
"834",85
"835",872
"836",3401
"837",3013
"838",2262
"839",3027
"840",862
"841",3445
"842",1703
"843",491
"844",958
"845",3083
"846",2734
"847",2639
"848",3757
"849",1827
"850",2104
"851",2457
"852",3084
"853",734
"854",1716
"855",3407
"856",2187
"857",4
"858",66
"859",3067
"860",325
"861",2272
"862",3276
"863",676
"864",2816
"865",2851
"866",620
"867",1792
"868",1314
"869",2759
"870",616
"871",2996
"872",1876
"873",452
"874",3831
"875",3078
"876",2690
"877",2360
"878",571
"879",3128
"880",1233
"881",349
"882",2953
"883",1032
"884",2198
"885",2630
"886",772
"887",3579
"888",914
"889",3105
"890",3428
"891",22
"892",3775
"893",1259
"894",1799
"895",993
"896",1902
"897",2689
"898",3788
"899",3160
"900",58
"901",2807
"902",722
"903",311
"904",1349
"905",1567
"906",294
"907",304
"908",2964
"909",1102
"910",3606
"911",1935
"912",1357
"913",2504
"914",628
"915",799
"916",2210
"917",3687
"918",1689
"919",1551
"920",2371
"921",3293
"922",1704
"923",1998
"924",2657
"925",3383
"926",2489
"927",3040
"928",495
"929",2653
"930",23
"931",119
"932",3124
"933",2388
"934",1087
"935",3506
"936",2990
"937",2644
"938",2136
"939",1797
"940",2505
"941",1752
"942",2054
"943",1859
"944",3511
"945",1566
"946",2510
"947",2549
"948",167
"949",2516
"950",1461
"951",1887
"952",2282
"953",2447
"954",521
"955",2733
"956",1060
"957",1210
"958",2291
"959",3747
"960",2715
"961",1066
"962",2219
"963",1343
"964",2480
"965",912
"966",1170
"967",3246
"968",2668
"969",537
"970",3599
"971",1853
"972",1332
"973",205
"974",3548
"975",489
"976",3294
"977",1100
"978",1620
"979",2838
"980",2897
"981",3190
"982",618
"983",925
"984",3628
"985",626
"986",3141
"987",1707
"988",2161
"989",2564
"990",1721
"991",2046
"992",1993
"993",3751
"994",3396
"995",2591
"996",49
"997",1759
"998",3521
"999",1178
"1000",2847
"1001",533
"1002",1657
"1003",579
"1004",2635
"1005",2932
"1006",3149
"1007",880
"1008",87
"1009",2126
"1010",589
"1011",953
"1012",3049
"1013",703
"1014",1408
"1015",1493
"1016",3378
"1017",3299
"1018",3046
"1019",2057
"1020",682
"1021",1125
"1022",3368
"1023",972
"1024",1028
"1025",3391
"1026",2058
"1027",617
"1028",2767
"1029",2174
"1030",3364
"1031",1661
"1032",240
"1033",337
"1034",3136
"1035",861
"1036",753
"1037",1666
"1038",563
"1039",2625
"1040",614
"1041",114
"1042",3744
"1043",989
"1044",2593
"1045",3436
"1046",2698
"1047",2681
"1048",1265
"1049",1153
"1050",1154
"1051",1802
"1052",3223
"1053",2394
"1054",752
"1055",1371
"1056",3569
"1057",62
"1058",2725
"1059",2513
"1060",2595
"1061",1374
"1062",378
"1063",3134
"1064",2910
"1065",877
"1066",2791
"1067",806
"1068",2542
"1069",1949
"1070",3156
"1071",2907
"1072",1917
"1073",1740
"1074",910
"1075",1217
"1076",3372
"1077",2802
"1078",3737
"1079",2100
"1080",2641
"1081",350
"1082",1706
"1083",2578
"1084",2957
"1085",386
"1086",2688
"1087",1733
"1088",3613
"1089",2745
"1090",1768
"1091",651
"1092",11
"1093",3484
"1094",1409
"1095",2743
"1096",2576
"1097",443
"1098",2103
"1099",1897
"1100",603
"1101",3332
"1102",3039
"1103",2491
"1104",230
"1105",451
"1106",1382
"1107",47
"1108",2264
"1109",2341
"1110",577
"1111",763
"1112",2401
"1113",1483
"1114",869
"1115",3272
"1116",1440
"1117",2414
"1118",2857
"1119",1975
"1120",3174
"1121",892
"1122",3131
"1123",3592
"1124",2794
"1125",634
"1126",3778
"1127",1986
"1128",479
"1129",3012
"1130",3164
"1131",1423
"1132",3338
"1133",2562
"1134",1245
"1135",846
"1136",2978
"1137",2670
"1138",795
"1139",2368
"1140",1968
"1141",2157
"1142",1581
"1143",2340
"1144",347
"1145",663
"1146",1203
"1147",3168
"1148",415
"1149",724
"1150",2903
"1151",2220
"1152",2356
"1153",3349
"1154",3392
"1155",3461
"1156",3362
"1157",3812
"1158",1535
"1159",854
"1160",1778
"1161",3754
"1162",3590
"1163",1819
"1164",3245
"1165",2066
"1166",3336
"1167",1506
"1168",301
"1169",199
"1170",1682
"1171",1328
"1172",1427
"1173",595
"1174",3640
"1175",2854
"1176",2805
"1177",314
"1178",1293
"1179",346
"1180",1220
"1181",1443
"1182",1385
"1183",827
"1184",1974
"1185",3745
"1186",3796
"1187",2030
"1188",653
"1189",1248
"1190",2407
"1191",3155
"1192",2936
"1193",2075
"1194",381
"1195",3196
"1196",686
"1197",3050
"1198",3137
"1199",3537
"1200",2168
"1201",1258
"1202",1347
"1203",559
"1204",342
"1205",409
"1206",1162
"1207",2966
"1208",984
"1209",656
"1210",2206
"1211",1599
"1212",3092
"1213",2410
"1214",2748
"1215",1164
"1216",1788
"1217",3593
"1218",2694
"1219",1454
"1220",2992
"1221",122
"1222",2610
"1223",2649
"1224",3597
"1225",218
"1226",2643
"1227",2523
"1228",3132
"1229",1414
"1230",288
"1231",2188
"1232",3527
"1233",2788
"1234",2958
"1235",2724
"1236",2483
"1237",321
"1238",2555
"1239",2618
"1240",442
"1241",2477
"1242",3648
"1243",557
"1244",2930
"1245",281
"1246",1909
"1247",1611
"1248",2067
"1249",448
"1250",2312
"1251",2781
"1252",2868
"1253",921
"1254",3283
"1255",950
"1256",3810
"1257",3069
"1258",3261
"1259",2548
"1260",3130
"1261",543
"1262",2535
"1263",2268
"1264",594
"1265",2309
"1266",2963
"1267",1462
"1268",3567
"1269",2569
"1270",3142
"1271",1202
"1272",3256
"1273",1738
"1274",438
"1275",2729
"1276",3609
"1277",1785
"1278",2949
"1279",3496
"1280",2912
"1281",5
"1282",3011
"1283",3063
"1284",1808
"1285",3832
"1286",1370
"1287",929
"1288",1389
"1289",2892
"1290",2671
"1291",2303
"1292",3798
"1293",3395
"1294",3121
"1295",1875
"1296",2130
"1297",307
"1298",1820
"1299",2553
"1300",1428
"1301",3384
"1302",2883
"1303",3625
"1304",388
"1305",3271
"1306",2181
"1307",2142
"1308",1345
"1309",3712
"1310",2159
"1311",787
"1312",881
"1313",683
"1314",2667
"1315",1805
"1316",2176
"1317",2339
"1318",1852
"1319",857
"1320",2765
"1321",2899
"1322",1282
"1323",1612
"1324",2908
"1325",2824
"1326",2096
"1327",2979
"1328",3684
"1329",327
"1330",2482
"1331",279
"1332",587
"1333",3415
"1334",1834
"1335",2320
"1336",1863
"1337",153
"1338",1399
"1339",1120
"1340",585
"1341",1892
"1342",960
"1343",426
"1344",801
"1345",1724
"1346",2431
"1347",2392
"1348",2537
"1349",28
"1350",2544
"1351",2856
"1352",625
"1353",2321
"1354",2061
"1355",3447
"1356",313
"1357",560
"1358",2836
"1359",248
"1360",1514
"1361",3813
"1362",2204
"1363",2000
"1364",1979
"1365",486
"1366",2003
"1367",842
"1368",242
"1369",3879
"1370",1318
"1371",2710
"1372",2092
"1373",976
"1374",3191
"1375",120
"1376",627
"1377",2961
"1378",2385
"1379",82
"1380",2244
"1381",2395
"1382",461
"1383",1410
"1384",348
"1385",31
"1386",3341
"1387",1413
"1388",3483
"1389",298
"1390",1772
"1391",2006
"1392",117
"1393",3705
"1394",1906
"1395",2023
"1396",1067
"1397",2369
"1398",3226
"1399",855
"1400",3409
"1401",3117
"1402",2448
"1403",2852
"1404",2352
"1405",2967
"1406",1017
"1407",1560
"1408",946
"1409",1605
"1410",3125
"1411",2766
"1412",3789
"1413",3123
"1414",2351
"1415",393
"1416",1185
"1417",1941
"1418",2245
"1419",468
"1420",3023
"1421",604
"1422",367
"1423",1253
"1424",3674
"1425",1511
"1426",3526
"1427",2307
"1428",2256
"1429",654
"1430",1756
"1431",1050
"1432",1181
"1433",445
"1434",7
"1435",572
"1436",905
"1437",1226
"1438",2608
"1439",999
"1440",3464
"1441",3175
"1442",12
"1443",532
"1444",1121
"1445",1528
"1446",3269
"1447",802
"1448",612
"1449",1583
"1450",1923
"1451",3842
"1452",2409
"1453",475
"1454",3495
"1455",2859
"1456",584
"1457",352
"1458",3614
"1459",1920
"1460",1847
"1461",1879
"1462",3539
"1463",2433
"1464",658
"1465",3538
"1466",3307
"1467",1722
"1468",3060
"1469",1668
"1470",3740
"1471",2166
"1472",2311
"1473",99
"1474",2579
"1475",2914
"1476",285
"1477",2647
"1478",2799
"1479",2084
"1480",232
"1481",3019
"1482",2155
"1483",3736
"1484",440
"1485",368
"1486",1133
"1487",370
"1488",2707
"1489",3768
"1490",937
"1491",3218
"1492",1254
"1493",2255
"1494",3008
"1495",2570
"1496",2
"1497",1157
"1498",2982
"1499",1765
"1500",1412
"1501",3108
"1502",755
"1503",364
"1504",410
"1505",1916
"1506",1534
"1507",576
"1508",2467
"1509",1421
"1510",2038
"1511",3686
"1512",164
"1513",879
"1514",3324
"1515",201
"1516",1486
"1517",3656
"1518",1365
"1519",124
"1520",2226
"1521",1610
"1522",766
"1523",3466
"1524",1159
"1525",1272
"1526",2327
"1527",3238
"1528",1701
"1529",112
"1530",3450
"1531",3425
"1532",2398
"1533",1644
"1534",1390
"1535",1459
"1536",3165
"1537",2336
"1538",3780
"1539",2348
"1540",2911
"1541",2676
"1542",3685
"1543",2247
"1544",1141
"1545",150
"1546",1199
"1547",1393
"1548",399
"1549",3494
"1550",1354
"1551",2669
"1552",3453
"1553",3405
"1554",3830
"1555",406
"1556",3116
"1557",2922
"1558",2300
"1559",397
"1560",2290
"1561",458
"1562",580
"1563",3460
"1564",178
"1565",2760
"1566",1726
"1567",1337
"1568",1939
"1569",1773
"1570",3024
"1571",2183
"1572",2998
"1573",1801
"1574",3568
"1575",803
"1576",3756
"1577",3668
"1578",3005
"1579",2010
"1580",1541
"1581",769
"1582",1321
"1583",2950
"1584",1826
"1585",3317
"1586",2292
"1587",2002
"1588",2713
"1589",1358
"1590",2050
"1591",1076
"1592",190
"1593",3285
"1594",901
"1595",204
"1596",3844
"1597",3304
"1598",3509
"1599",2170
"1600",3198
"1601",2481
"1602",1769
"1603",3308
"1604",1377
"1605",1831
"1606",1472
"1607",1501
"1608",2988
"1609",646
"1610",1232
"1611",1956
"1612",1885
"1613",144
"1614",1246
"1615",2567
"1616",161
"1617",1832
"1618",3746
"1619",1727
"1620",2346
"1621",1732
"1622",202
"1623",2015
"1624",1891
"1625",3113
"1626",170
"1627",2711
"1628",3500
"1629",1064
"1630",2705
"1631",2612
"1632",1209
"1633",933
"1634",3485
"1635",1366
"1636",2655
"1637",3671
"1638",3435
"1639",1397
"1640",3439
"1641",3578
"1642",2674
"1643",3876
"1644",2283
"1645",1097
"1646",2149
"1647",3787
"1648",2328
"1649",3771
"1650",453
"1651",3486
"1652",1420
"1653",320
"1654",2703
"1655",1031
"1656",3410
"1657",1651
"1658",1320
"1659",3347
"1660",1346
"1661",1127
"1662",2233
"1663",1633
"1664",2682
"1665",3386
"1666",3595
"1667",2931
"1668",852
"1669",2333
"1670",3032
"1671",575
"1672",3475
"1673",2663
"1674",1804
"1675",3253
"1676",3862
"1677",2989
"1678",2112
"1679",3172
"1680",3079
"1681",3636
"1682",395
"1683",107
"1684",235
"1685",2557
"1686",833
"1687",55
"1688",3675
"1689",832
"1690",2768
"1691",1294
"1692",746
"1693",212
"1694",1400
"1695",3819
"1696",3504
"1697",942
"1698",1444
"1699",1717
"1700",3510
"1701",1793
"1702",233
"1703",3800
"1704",1577
"1705",2709
"1706",1364
"1707",2375
"1708",2919
"1709",534
"1710",1438
"1711",338
"1712",1003
"1713",668
"1714",3847
"1715",241
"1716",3456
"1717",3234
"1718",3818
"1719",1442
"1720",3147
"1721",732
"1722",2135
"1723",2466
"1724",1719
"1725",2279
"1726",1070
"1727",2862
"1728",2776
"1729",1361
"1730",3095
"1731",403
"1732",3634
"1733",1278
"1734",3815
"1735",2143
"1736",2191
"1737",2867
"1738",3150
"1739",3087
"1740",354
"1741",2109
"1742",1591
"1743",3777
"1744",2101
"1745",3837
"1746",1988
"1747",2315
"1748",2673
"1749",1734
"1750",3835
"1751",1881
"1752",757
"1753",3517
"1754",334
"1755",3622
"1756",1057
"1757",3176
"1758",1061
"1759",609
"1760",2790
"1761",924
"1762",1969
"1763",3140
"1764",3220
"1765",3138
"1766",142
"1767",507
"1768",1579
"1769",2500
"1770",526
"1771",1235
"1772",973
"1773",1712
"1774",2014
"1775",979
"1776",2714
"1777",2113
"1778",460
"1779",1972
"1780",1489
"1781",785
"1782",1288
"1783",3840
"1784",417
"1785",40
"1786",2915
"1787",1505
"1788",725
"1789",1115
"1790",791
"1791",183
"1792",1764
"1793",3850
"1794",1669
"1795",3002
"1796",1658
"1797",3037
"1798",343
"1799",2801
"1800",2296
"1801",2577
"1802",387
"1803",922
"1804",1481
"1805",2736
"1806",1106
"1807",1348
"1808",3555
"1809",2005
"1810",3749
"1811",427
"1812",2275
"1813",2383
"1814",1340
"1815",1139
"1816",2695
"1817",2442
"1818",997
"1819",131
"1820",3074
"1821",1458
"1822",154
"1823",840
"1824",2590
"1825",3442
"1826",195
"1827",3554
"1828",727
"1829",3270
"1830",569
"1831",2273
"1832",926
"1833",3206
"1834",207
"1835",1193
"1836",3201
"1837",1075
"1838",3352
"1839",290
"1840",2842
"1841",316
"1842",1206
"1843",2502
"1844",1556
"1845",3355
"1846",3236
"1847",1718
"1848",2418
"1849",2189
"1850",1912
"1851",3470
"1852",3482
"1853",2458
"1854",1083
"1855",3682
"1856",177
"1857",2858
"1858",45
"1859",519
"1860",2697
"1861",1315
"1862",3402
"1863",2252
"1864",930
"1865",2991
"1866",1786
"1867",3607
"1868",3848
"1869",591
"1870",3374
"1871",3281
"1872",1861
"1873",418
"1874",566
"1875",3022
"1876",1637
"1877",3525
"1878",1035
"1879",2033
"1880",3676
"1881",2758
"1882",1129
"1883",477
"1884",3524
"1885",796
"1886",2563
"1887",19
"1888",3817
"1889",2795
"1890",2886
"1891",148
"1892",2035
"1893",1149
"1894",3791
"1895",2680
"1896",3389
"1897",1059
"1898",1465
"1899",3660
"1900",780
"1901",3356
"1902",2678
"1903",1749
"1904",1084
"1905",3102
"1906",3006
"1907",1289
"1908",1077
"1909",3468
"1910",2785
"1911",396
"1912",3290
"1913",661
"1914",196
"1915",2413
"1916",2376
"1917",775
"1918",1619
"1919",2869
"1920",3735
"1921",421
"1922",282
"1923",2437
"1924",1301
"1925",873
"1926",2552
"1927",1708
"1928",2642
"1929",2419
"1930",1383
"1931",2780
"1932",1699
"1933",84
"1934",3438
"1935",2814
"1936",1663
"1937",356
"1938",975
"1939",823
"1940",629
"1941",1041
"1942",970
"1943",681
"1944",139
"1945",159
"1946",3387
"1947",817
"1948",878
"1949",3403
"1950",2443
"1951",2319
"1952",665
"1953",3722
"1954",3193
"1955",592
"1956",2975
"1957",1883
"1958",1450
"1959",2726
"1960",3217
"1961",1928
"1962",3476
"1963",2832
"1964",1957
"1965",2318
"1966",664
"1967",24
"1968",1055
"1969",372
"1970",2484
"1971",2764
"1972",1600
"1973",2822
"1974",2317
"1975",2041
"1976",1109
"1977",146
"1978",2217
"1979",2249
"1980",3721
"1981",841
"1982",1615
"1983",2326
"1984",260
"1985",3437
"1986",2114
"1987",469
"1988",711
"1989",2775
"1990",3573
"1991",2596
"1992",2177
"1993",3408
"1994",2878
"1995",1369
"1996",3282
"1997",3035
"1998",1664
"1999",3202
"2000",44
"2001",303
"2002",2427
"2003",986
"2004",3088
"2005",3301
"2006",690
"2007",3650
"2008",1197
"2009",3535
"2010",3522
"2011",3503
"2012",1504
"2013",2895
"2014",3064
"2015",2693
"2016",140
"2017",2606
"2018",1187
"2019",871
"2020",2737
"2021",1810
"2022",1636
"2023",1940
"2024",961
"2025",1597
"2026",425
"2027",965
"2028",3104
"2029",17
"2030",1362
"2031",184
"2032",2449
"2033",3082
"2034",3716
"2035",1212
"2036",2812
"2037",2118
"2038",940
"2039",3563
"2040",2280
"2041",678
"2042",3330
"2043",493
"2044",1995
"2045",2554
"2046",3170
"2047",160
"2048",1292
"2049",1225
"2050",3586
"2051",645
"2052",920
"2053",936
"2054",1901
"2055",3572
"2056",1323
"2057",266
"2058",2365
"2059",2626
"2060",3219
"2061",3870
"2062",3481
"2063",3288
"2064",2662
"2065",3237
"2066",130
"2067",1373
"2068",3651
"2069",1451
"2070",3044
"2071",605
"2072",211
"2073",110
"2074",1500
"2075",3358
"2076",3803
"2077",596
"2078",2861
"2079",69
"2080",3665
"2081",3689
"2082",3065
"2083",1757
"2084",2192
"2085",2151
"2086",515
"2087",1743
"2088",3151
"2089",3183
"2090",2263
"2091",1723
"2092",411
"2093",283
"2094",3258
"2095",1602
"2096",32
"2097",3858
"2098",2940
"2099",3755
"2100",2036
"2101",3564
"2102",719
"2103",1784
"2104",3655
"2105",712
"2106",522
"2107",474
"2108",3543
"2109",2774
"2110",943
"2111",3107
"2112",1039
"2113",1074
"2114",1524
"2115",2631
"2116",527
"2117",2254
"2118",3298
"2119",672
"2120",2265
"2121",2445
"2122",1184
"2123",3382
"2124",3212
"2125",3643
"2126",3254
"2127",536
"2128",3699
"2129",476
"2130",1380
"2131",2411
"2132",1213
"2133",2359
"2134",1753
"2135",3642
"2136",2259
"2137",899
"2138",1300
"2139",1376
"2140",96
"2141",1594
"2142",1302
"2143",1922
"2144",1275
"2145",2735
"2146",2081
"2147",2257
"2148",2072
"2149",26
"2150",2923
"2151",88
"2152",2699
"2153",258
"2154",758
"2155",1517
"2156",3348
"2157",3611
"2158",363
"2159",2293
"2160",77
"2161",1643
"2162",3753
"2163",1924
"2164",2602
"2165",3323
"2166",413
"2167",2619
"2168",1710
"2169",1645
"2170",3385
"2171",2511
"2172",3260
"2173",1523
"2174",3820
"2175",3371
"2176",1334
"2177",1045
"2178",707
"2179",1775
"2180",1386
"2181",2864
"2182",464
"2183",273
"2184",2363
"2185",1429
"2186",36
"2187",2377
"2188",1813
"2189",1770
"2190",2894
"2191",648
"2192",3766
"2193",549
"2194",1688
"2195",3443
"2196",2364
"2197",2146
"2198",704
"2199",1163
"2200",3421
"2201",2123
"2202",1224
"2203",2527
"2204",1646
"2205",2845
"2206",2324
"2207",583
"2208",95
"2209",3426
"2210",3343
"2211",1838
"2212",659
"2213",2954
"2214",2366
"2215",2232
"2216",824
"2217",3073
"2218",638
"2219",3440
"2220",1030
"2221",446
"2222",2405
"2223",900
