"","x"
"814",1029
"815",495
"816",335
"817",1158
"818",2645
"819",3296
"820",3281
"821",1565
"822",630
"823",2741
"824",2218
"825",2312
"826",3422
"827",2409
"828",966
"829",558
"830",2229
"831",2441
"832",2842
"833",1815
"834",3486
"835",3214
"836",3626
"837",3408
"838",3563
"839",3779
"840",1554
"841",344
"842",2884
"843",550
"844",415
"845",2694
"846",699
"847",231
"848",196
"849",1604
"850",1235
"851",2427
"852",3464
"853",2780
"854",266
"855",3377
"856",15
"857",3379
"858",158
"859",2389
"860",2173
"861",2525
"862",1059
"863",2655
"864",574
"865",2125
"866",2221
"867",627
"868",3308
"869",1160
"870",925
"871",2158
"872",474
"873",3305
"874",3412
"875",670
"876",2994
"877",3556
"878",3324
"879",2478
"880",2506
"881",250
"882",933
"883",1623
"884",2749
"885",651
"886",816
"887",3610
"888",712
"889",161
"890",3187
"891",2011
"892",2479
"893",1014
"894",2392
"895",1346
"896",1563
"897",2143
"898",2505
"899",2814
"900",1243
"901",366
"902",1084
"903",1407
"904",1695
"905",3853
"906",1394
"907",302
"908",3066
"909",2432
"910",255
"911",4
"912",3536
"913",3664
"914",1486
"915",2937
"916",2923
"917",623
"918",1873
"919",3155
"920",914
"921",1447
"922",2083
"923",1984
"924",1860
"925",2060
"926",2887
"927",1052
"928",3851
"929",958
"930",2448
"931",2719
"932",3248
"933",304
"934",272
"935",2260
"936",2022
"937",324
"938",3083
"939",822
"940",2652
"941",2616
"942",1772
"943",1364
"944",2248
"945",3391
"946",632
"947",437
"948",734
"949",3674
"950",2600
"951",1721
"952",2684
"953",2426
"954",591
"955",3548
"956",1576
"957",1019
"958",1758
"959",2012
"960",1680
"961",3085
"962",1312
"963",2428
"964",2660
"965",1215
"966",327
"967",1294
"968",1497
"969",2530
"970",2037
"971",3689
"972",1976
"973",954
"974",2989
"975",3634
"976",1418
"977",3668
"978",1289
"979",709
"980",829
"981",1773
"982",731
"983",229
"984",546
"985",640
"986",1410
"987",986
"988",3539
"989",3212
"990",320
"991",3724
"992",1833
"993",285
"994",645
"995",1729
"996",1036
"997",3800
"998",2811
"999",3637
"1000",2001
"1001",2395
"1002",2836
"1003",44
"1004",3291
"1005",1932
"1006",91
"1007",3477
"1008",1292
"1009",146
"1010",3733
"1011",2757
"1012",128
"1013",3774
"1014",3411
"1015",1048
"1016",1930
"1017",3651
"1018",1492
"1019",1425
"1020",2955
"1021",3144
"1022",529
"1023",2270
"1024",2437
"1025",2451
"1026",2454
"1027",362
"1028",2874
"1029",2740
"1030",226
"1031",565
"1032",2724
"1033",253
"1034",983
"1035",3475
"1036",399
"1037",3484
"1038",1600
"1039",1121
"1040",3154
"1041",1906
"1042",2810
"1043",1338
"1044",3032
"1045",1956
"1046",2264
"1047",3311
"1048",2954
"1049",1213
"1050",2315
"1051",2119
"1052",3287
"1053",3364
"1054",828
"1055",3119
"1056",3524
"1057",3115
"1058",1369
"1059",3299
"1060",1596
"1061",2876
"1062",2583
"1063",821
"1064",2668
"1065",136
"1066",228
"1067",254
"1068",1767
"1069",142
"1070",3587
"1071",3702
"1072",2534
"1073",3640
"1074",700
"1075",762
"1076",3024
"1077",176
"1078",3829
"1079",692
"1080",1417
"1081",3700
"1082",1605
"1083",1156
"1084",6
"1085",1463
"1086",3113
"1087",1330
"1088",3332
"1089",1911
"1090",1726
"1091",1109
"1092",1499
"1093",2314
"1094",1057
"1095",3040
"1096",2959
"1097",1827
"1098",985
"1099",2163
"1100",3403
"1101",2055
"1102",3367
"1103",2043
"1104",602
"1105",1165
"1106",1934
"1107",225
"1108",1687
"1109",1681
"1110",2765
"1111",2834
"1112",36
"1113",80
"1114",2480
"1115",419
"1116",2631
"1117",3089
"1118",572
"1119",935
"1120",2858
"1121",2806
"1122",452
"1123",3751
"1124",672
"1125",3056
"1126",99
"1127",428
"1128",3554
"1129",2799
"1130",1068
"1131",1711
"1132",1693
"1133",2841
"1134",1748
"1135",1716
"1136",476
"1137",690
"1138",3146
"1139",952
"1140",3514
"1141",1106
"1142",1071
"1143",725
"1144",93
"1145",2606
"1146",3090
"1147",2635
"1148",3757
"1149",2006
"1150",3459
"1151",3156
"1152",1386
"1153",895
"1154",978
"1155",652
"1156",2071
"1157",1879
"1158",3373
"1159",2501
"1160",22
"1161",463
"1162",861
"1163",3303
"1164",3836
"1165",2829
"1166",1095
"1167",3446
"1168",2336
"1169",1993
"1170",3339
"1171",2711
"1172",227
"1173",1572
"1174",548
"1175",941
"1176",3000
"1177",3201
"1178",1204
"1179",3758
"1180",2089
"1181",998
"1182",3721
"1183",1191
"1184",1609
"1185",2888
"1186",2278
"1187",1149
"1188",834
"1189",3777
"1190",3096
"1191",2265
"1192",42
"1193",2569
"1194",2556
"1195",1547
"1196",3254
"1197",1348
"1198",3368
"1199",31
"1200",241
"1201",3278
"1202",354
"1203",2452
"1204",1746
"1205",1429
"1206",2794
"1207",2688
"1208",2766
"1209",2768
"1210",2933
"1211",2473
"1212",2812
"1213",1457
"1214",2924
"1215",1853
"1216",464
"1217",2710
"1218",562
"1219",2
"1220",2206
"1221",582
"1222",50
"1223",58
"1224",2192
"1225",2293
"1226",838
"1227",251
"1228",1336
"1229",2781
"1230",3029
"1231",3866
"1232",1509
"1233",1520
"1234",3785
"1235",2377
"1236",1099
"1237",1663
"1238",2540
"1239",2458
"1240",2898
"1241",879
"1242",1465
"1243",848
"1244",2789
"1245",68
"1246",2397
"1247",222
"1248",2384
"1249",109
"1250",1764
"1251",2131
"1252",3460
"1253",2758
"1254",3220
"1255",322
"1256",745
"1257",2637
"1258",3601
"1259",2595
"1260",2149
"1261",3315
"1262",481
"1263",3127
"1264",639
"1265",3111
"1266",2013
"1267",2042
"1268",804
"1269",892
"1270",379
"1271",398
"1272",908
"1273",1446
"1274",3649
"1275",300
"1276",1262
"1277",400
"1278",2932
"1279",2686
"1280",442
"1281",2911
"1282",120
"1283",1314
"1284",2826
"1285",3481
"1286",597
"1287",3046
"1288",3592
"1289",2656
"1290",3849
"1291",2256
"1292",1907
"1293",3686
"1294",2619
"1295",432
"1296",866
"1297",3349
"1298",2783
"1299",1295
"1300",2405
"1301",1797
"1302",453
"1303",956
"1304",2110
"1305",3813
"1306",2133
"1307",290
"1308",3573
"1309",3416
"1310",2971
"1311",3659
"1312",547
"1313",3322
"1314",374
"1315",1645
"1316",3628
"1317",293
"1318",2864
"1319",1658
"1320",1005
"1321",3002
"1322",3818
"1323",1319
"1324",1683
"1325",3432
"1326",416
"1327",3513
"1328",2605
"1329",438
"1330",2489
"1331",2171
"1332",1908
"1333",2523
"1334",2805
"1335",1450
"1336",2601
"1337",1145
"1338",286
"1339",72
"1340",1988
"1341",1626
"1342",1385
"1343",1458
"1344",2040
"1345",1558
"1346",1867
"1347",1374
"1348",3736
"1349",2800
"1350",984
"1351",352
"1352",2337
"1353",2352
"1354",112
"1355",791
"1356",1181
"1357",1240
"1358",1378
"1359",3026
"1360",2592
"1361",927
"1362",3263
"1363",852
"1364",2308
"1365",3617
"1366",487
"1367",3375
"1368",622
"1369",1022
"1370",138
"1371",1250
"1372",2460
"1373",3782
"1374",2136
"1375",1198
"1376",215
"1377",887
"1378",1031
"1379",950
"1380",16
"1381",1296
"1382",3199
"1383",946
"1384",1192
"1385",1411
"1386",931
"1387",386
"1388",1515
"1389",1238
"1390",1995
"1391",3599
"1392",1781
"1393",1880
"1394",1601
"1395",3147
"1396",1150
"1397",2763
"1398",728
"1399",1594
"1400",827
"1401",1444
"1402",1876
"1403",192
"1404",387
"1405",1972
"1406",503
"1407",1153
"1408",479
"1409",3414
"1410",3638
"1411",1044
"1412",3876
"1413",2784
"1414",1929
"1415",2747
"1416",1241
"1417",2496
"1418",3429
"1419",2436
"1420",3410
"1421",3735
"1422",2614
"1423",1420
"1424",3766
"1425",1120
"1426",193
"1427",1570
"1428",1477
"1429",3251
"1430",162
"1431",2547
"1432",391
"1433",1769
"1434",1846
"1435",3338
"1436",2140
"1437",737
"1438",3808
"1439",3010
"1440",3271
"1441",470
"1442",2161
"1443",1725
"1444",3275
"1445",3314
"1446",1926
"1447",1045
"1448",689
"1449",2813
"1450",257
"1451",1393
"1452",1391
"1453",365
"1454",761
"1455",2804
"1456",431
"1457",71
"1458",736
"1459",3770
"1460",2044
"1461",1104
"1462",1661
"1463",1979
"1464",1812
"1465",267
"1466",3246
"1467",2739
"1468",3711
"1469",3200
"1470",3590
"1471",1260
"1472",2311
"1473",2878
"1474",310
"1475",3365
"1476",1456
"1477",3746
"1478",2180
"1479",2693
"1480",405
"1481",2696
"1482",78
"1483",3236
"1484",5
"1485",929
"1486",3152
"1487",3495
"1488",2120
"1489",1415
"1490",1196
"1491",2573
"1492",2412
"1493",1990
"1494",3742
"1495",2922
"1496",1895
"1497",3103
"1498",2160
"1499",3859
"1500",3295
"1501",2162
"1502",2267
"1503",2169
"1504",753
"1505",1741
"1506",2553
"1507",3468
"1508",1994
"1509",1152
"1510",1464
"1511",1275
"1512",3334
"1513",795
"1514",749
"1515",2068
"1516",3873
"1517",2463
"1518",3784
"1519",1265
"1520",688
"1521",3660
"1522",2848
"1523",1592
"1524",721
"1525",2658
"1526",1002
"1527",2508
"1528",1242
"1529",3528
"1530",2712
"1531",2533
"1532",1073
"1533",3086
"1534",612
"1535",3204
"1536",1747
"1537",3726
"1538",145
"1539",313
"1540",569
"1541",991
"1542",972
"1543",3877
"1544",1211
"1545",1973
"1546",1702
"1547",1333
"1548",3445
"1549",1474
"1550",758
"1551",1682
"1552",3739
"1553",880
"1554",446
"1555",3600
"1556",3860
"1557",655
"1558",3509
"1559",2144
"1560",851
"1561",461
"1562",3603
"1563",3222
"1564",1534
"1565",2172
"1566",43
"1567",3073
"1568",2984
"1569",2024
"1570",185
"1571",2354
"1572",2252
"1573",2798
"1574",494
"1575",1810
"1576",1413
"1577",3803
"1578",3508
"1579",1762
"1580",1719
"1581",1219
"1582",2914
"1583",1924
"1584",411
"1585",2988
"1586",3878
"1587",1327
"1588",3505
"1589",3510
"1590",3821
"1591",1304
"1592",797
"1593",2411
"1594",1050
"1595",1734
"1596",2859
"1597",242
"1598",2222
"1599",3109
"1600",2017
"1601",1744
"1602",341
"1603",635
"1604",2717
"1605",1307
"1606",2580
"1607",211
"1608",3545
"1609",3541
"1610",3706
"1611",1170
"1612",1583
"1613",3190
"1614",3714
"1615",289
"1616",35
"1617",1093
"1618",2443
"1619",1329
"1620",2899
"1621",2243
"1622",770
"1623",3162
"1624",1519
"1625",1039
"1626",2350
"1627",2498
"1628",3451
"1629",53
"1630",2721
"1631",2347
"1632",3840
"1633",2612
"1634",3240
"1635",3788
"1636",3249
"1637",2346
"1638",25
"1639",1228
"1640",1765
"1641",2456
"1642",671
"1643",2128
"1644",1125
"1645",1416
"1646",735
"1647",2483
"1648",2862
"1649",12
"1650",840
"1651",394
"1652",3507
"1653",3671
"1654",2156
"1655",2714
"1656",2227
"1657",2786
"1658",706
"1659",3605
"1660",3537
"1661",187
"1662",2709
"1663",1159
"1664",1714
"1665",2433
"1666",2034
"1667",2360
"1668",605
"1669",1189
"1670",1310
"1671",679
"1672",149
"1673",2702
"1674",2304
"1675",2290
"1676",1359
"1677",2578
"1678",1616
"1679",3661
"1680",2987
"1681",1774
"1682",969
"1683",2628
"1684",2111
"1685",1
"1686",96
"1687",1650
"1688",3585
"1689",3825
"1690",949
"1691",3487
"1692",1441
"1693",3437
"1694",1460
"1695",3328
"1696",667
"1697",1087
"1698",1164
"1699",764
"1700",3011
"1701",2618
"1702",2520
"1703",3148
"1704",2492
"1705",885
"1706",284
"1707",3692
"1708",3321
"1709",1363
"1710",148
"1711",3340
"1712",698
"1713",1375
"1714",1032
"1715",175
"1716",1108
"1717",3294
"1718",3847
"1719",701
"1720",2340
"1721",794
"1722",629
"1723",1800
"1724",2351
"1725",1528
"1726",49
"1727",1910
"1728",1187
"1729",521
"1730",704
"1731",1297
"1732",340
"1733",1901
"1734",571
"1735",754
"1736",812
"1737",3620
"1738",1208
"1739",2410
"1740",2288
"1741",3593
"1742",1903
"1743",3474
"1744",2241
"1745",2420
"1746",2839
"1747",2892
"1748",1173
"1749",2469
"1750",2154
"1751",1654
"1752",1705
"1753",271
"1754",1449
"1755",1551
"1756",243
"1757",1803
"1758",2075
"1759",2332
"1760",1143
"1761",2297
"1762",2462
"1763",2756
"1764",1834
"1765",1473
"1766",552
"1767",2675
"1768",1140
"1769",3705
"1770",1730
"1771",2715
"1772",2072
"1773",24
"1774",1508
"1775",3288
"1776",2276
"1777",1912
"1778",3102
"1779",2238
"1780",1010
"1781",1672
"1782",3799
"1783",3049
"1784",3845
"1785",3466
"1786",3031
"1787",2531
"1788",2464
"1789",3067
"1790",3145
"1791",554
"1792",1079
"1793",3854
"1794",2808
"1795",2934
"1796",223
"1797",261
"1798",2333
"1799",1127
"1800",2930
"1801",1539
"1802",3181
"1803",3325
"1804",1898
"1805",947
"1806",433
"1807",1325
"1808",1404
"1809",2902
"1810",375
"1811",1522
"1812",3669
"1813",2672
"1814",454
"1815",1660
"1816",306
"1817",3238
"1818",1169
"1819",3632
"1820",1476
"1821",3069
"1822",2904
"1823",2748
"1824",2657
"1825",2917
"1826",1847
"1827",570
"1828",2678
"1829",2282
"1830",837
"1831",843
"1832",188
"1833",1097
"1834",2671
"1835",664
"1836",1182
"1837",1266
"1838",1770
"1839",1112
"1840",3666
"1841",1313
"1842",681
"1843",714
"1844",3195
"1845",1697
"1846",732
"1847",2399
"1848",3192
"1849",368
"1850",1288
"1851",2755
"1852",3527
"1853",2279
"1854",159
"1855",2818
"1856",2886
"1857",1272
"1858",268
"1859",63
"1860",378
"1861",607
"1862",1469
"1863",183
"1864",760
"1865",3462
"1866",3562
"1867",1646
"1868",3616
"1869",501
"1870",839
"1871",1035
"1872",854
"1873",3424
"1874",2113
"1875",3071
"1876",3376
"1877",1543
"1878",86
"1879",873
"1880",2734
"1881",1021
"1882",960
"1883",2105
"1884",2269
"1885",1859
"1886",1732
"1887",1335
"1888",3489
"1889",2894
"1890",1887
"1891",1939
"1892",1498
"1893",1868
"1894",1573
"1895",3063
"1896",402
"1897",316
"1898",3235
"1899",1353
"1900",2078
"1901",1064
"1902",2846
"1903",21
"1904",3801
"1905",1665
"1906",3217
"1907",1268
"1908",1041
"1909",2358
"1910",1523
"1911",2562
"1912",525
"1913",3333
"1914",856
"1915",236
"1916",2228
"1917",808
"1918",3670
"1919",2495
"1920",882
"1921",2746
"1922",3555
"1923",3559
"1924",1157
"1925",167
"1926",1715
"1927",3189
"1928",1129
"1929",2219
"1930",1804
"1931",1144
"1932",3748
"1933",3061
"1934",1562
"1935",2277
"1936",3792
"1937",3232
"1938",1270
"1939",1461
"1940",1060
"1941",3353
"1942",174
"1943",1806
"1944",2114
"1945",1377
"1946",1223
"1947",89
"1948",2231
"1949",2737
"1950",3226
"1951",2966
"1952",2681
"1953",1209
"1954",2555
"1955",1301
"1956",2465
"1957",806
"1958",3276
"1959",498
"1960",593
"1961",1550
"1962",2414
"1963",801
"1964",702
"1965",3745
"1966",686
"1967",824
"1968",888
"1969",1171
"1970",2262
"1971",2065
"1972",1828
"1973",2993
"1974",1387
"1975",2549
"1976",2296
"1977",3068
"1978",3517
"1979",3313
"1980",900
"1981",2838
"1982",299
"1983",3512
"1984",1103
"1985",2485
"1986",2398
"1987",730
"1988",2138
"1989",3804
"1990",1905
"1991",3302
"1992",2472
"1993",3404
"1994",1217
"1995",2341
"1996",2118
"1997",3846
"1998",2857
"1999",2928
"2000",1733
"2001",1749
"2002",315
"2003",3196
"2004",1805
"2005",2366
"2006",2103
"2007",1168
"2008",2155
"2009",1529
"2010",2532
"2011",1831
"2012",3118
"2013",1475
"2014",964
"2015",397
"2016",897
"2017",3133
"2018",2722
"2019",2259
"2020",3546
"2021",3684
"2022",2233
"2023",1075
"2024",348
"2025",134
"2026",2793
"2027",2353
"2028",1255
"2029",1883
"2030",3815
"2031",575
"2032",369
"2033",1848
"2034",2168
"2035",759
"2036",2929
"2037",3398
"2038",273
"2039",1567
"2040",233
"2041",3065
"2042",1177
"2043",2309
"2044",1753
"2045",611
"2046",1427
"2047",1557
"2048",981
"2049",1937
"2050",171
"2051",29
"2052",1309
"2053",3580
"2054",528
"2055",633
"2056",2567
"2057",1869
"2058",3560
"2059",1489
"2060",2461
"2061",163
"2062",2615
"2063",3284
"2064",2726
"2065",3575
"2066",1884
"2067",2170
"2068",1971
"2069",1894
"2070",81
"2071",2141
"2072",3483
"2073",2646
"2074",2582
"2075",3179
"2076",169
"2077",3110
"2078",747
"2079",3449
"2080",3619
"2081",2551
"2082",2504
"2083",1591
"2084",2517
"2085",410
"2086",3652
"2087",1708
"2088",2063
"2089",2913
"2090",2249
"2091",584
"2092",3656
"2093",1203
"2094",3292
"2095",2453
"2096",1205
"2097",3092
"2098",3627
"2099",275
"2100",3731
"2101",1089
"2102",1199
"2103",214
"2104",3435
"2105",919
"2106",515
"2107",2418
"2108",2471
"2109",1559
"2110",3209
"2111",170
"2112",2596
"2113",1588
"2114",2387
"2115",1916
"2116",2720
"2117",1082
"2118",2407
"2119",1675
"2120",2077
"2121",1479
"2122",3633
"2123",2603
"2124",3458
"2125",2950
"2126",421
"2127",3077
"2128",599
"2129",3393
"2130",2303
"2131",417
"2132",1763
"2133",3386
"2134",219
"2135",157
"2136",1713
"2137",2881
"2138",381
"2139",2535
"2140",3820
"2141",2853
"2142",1720
"2143",1886
"2144",2491
"2145",52
"2146",2316
"2147",3372
"2148",2368
"2149",3105
"2150",3005
"2151",103
"2152",1422
"2153",1915
"2154",2762
"2155",1201
"2156",1471
"2157",2632
"2158",2518
"2159",535
"2160",2153
"2161",3070
"2162",2280
"2163",915
"2164",858
"2165",2002
"2166",549
"2167",1483
"2168",2761
"2169",2863
"2170",2695
"2171",2211
"2172",2202
"2173",2417
"2174",2908
"2175",1694
"2176",1390
"2177",2869
"2178",3831
"2179",1614
"2180",1962
"2181",3750
"2182",1113
"2183",932
"2184",917
"2185",390
"2186",650
"2187",533
"2188",2429
"2189",133
"2190",2145
"2191",3561
"2192",563
"2193",1870
"2194",2474
"2195",262
"2196",1478
"2197",1612
"2198",2891
"2199",2326
"2200",2385
"2201",1431
"2202",2099
"2203",1613
"2204",1269
"2205",3797
"2206",944
"2207",3345
"2208",3786
"2209",3260
"2210",3255
"2211",1811
"2212",2247
"2213",2677
"2214",2287
"2215",590
"2216",321
"2217",1086
"2218",1371
"2219",1027
"2220",297
"2221",3277
